Country Name,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Spain,80.8219512195122,80.8731707317073,81.1756097560976,81.4756097560976,81.6268292682927,82.4756097560976,82.4268292682927,83.0780487804878,83.2292682926829,82.8317073170732,83.3292682926829,83.2829268292683,83.4317073170732
Estonia,72.6914634146341,72.8146341463415,73.7707317073171,74.8243902439024,75.4292682926829,76.2292682926829,76.3268292682927,77.1414634146341,77.0341463414634,77.590243902439,77.6414634146342,78.0926829268293,78.2439024390244
Ethiopia,57.334,58.467,59.581,60.645,61.627,62.505,63.281,63.961,64.547,65.048,65.482,65.872,66.24
European Union,78.6689232474368,78.9020360375354,79.125498846821,79.3572283106471,79.6294260462919,80.137772913297,80.156888172745,80.4637409249241,80.8704475592144,80.5668071415957,80.9498646420543,80.9308386443383,81.0270235057671
Fragile and conflict affected situations,57.1097901210004,57.6297484080197,58.144696029723,58.6438156335711,59.1199920824627,59.5760425057949,60.0156683883865,60.4397368579763,60.8431377295895,61.2207262023848,61.5705222262499,61.8934663837358,62.1951617653825
Finland,79.2146341463415,79.2634146341464,79.5682926829268,79.719512195122,79.8707317073171,80.4707317073171,80.6268292682927,80.9756097560976,81.1804878048781,81.4804878048781,81.4292682926829,81.6317073170732,81.7341463414634
Fiji,66.362,66.413,66.477,66.559,66.655,66.759,66.859,66.95,67.03,67.103,67.175,67.252,67.341
France,80.8121951219512,81.1121951219512,81.2146341463415,81.4146341463415,81.6634146341464,82.1146341463415,81.9682926829269,82.219512195122,82.719512195122,82.3219512195122,82.5731707317073,82.5756097560976,82.6756097560976
Faroe Islands,79.6390243902439,79.9878048780488,80.1365853658537,80.3853658536585,80.6878048780488,80.9390243902439,81.190243902439,81.4414634146342,81.5926829268293,81.7926829268293,82.0926829268293,82.2926829268293,82.5439024390244
"Micronesia, Fed. Sts.",65.697,65.901,66.099,66.29,66.471,66.646,66.817,66.986,67.152,67.315,67.471,67.618,67.755
Gabon,58.641,59.229,59.904,60.637,61.4,62.168,62.924,63.648,64.318,64.913,65.418,65.839,66.187
United Kingdom,79.2487804878049,79.4487804878049,79.6,80.0512195121951,80.4024390243903,80.9512195121951,80.9048780487805,81.0048780487805,81.3048780487805,80.9560975609756,81.1560975609756,81.2560975609756,81.2560975609756
Georgia,70.635,70.765,70.946,71.18,71.46,71.773,72.097,72.412,72.707,72.973,73.207,73.414,73.6
Ghana,59.234,59.741,60.216,60.645,61.03,61.381,61.72,62.064,62.416,62.772,63.124,63.463,63.78
Gibraltar,,,,,,,,,,,,,
Guinea,54.052,54.864,55.614,56.279,56.861,57.387,57.905,58.447,59.016,59.598,60.17,60.706,61.185
"Gambia, The",58.313,58.671,59.012,59.334,59.637,59.917,60.178,60.426,60.667,60.91,61.166,61.44,61.735
Guinea-Bissau,52.691,53.136,53.612,54.113,54.628,55.144,55.645,56.117,56.556,56.959,57.328,57.673,58.003
Equatorial Guinea,54.638,54.842,55.07,55.329,55.622,55.945,56.288,56.642,57.001,57.359,57.713,58.061,58.402
Greece,79.4390243902439,79.4390243902439,79.9390243902439,80.1878048780488,80.3878048780488,80.7317073170732,80.6341463414634,81.2853658536585,81.3853658536585,81.0365853658537,81.3878048780488,81.2878048780488,81.7878048780488
Grenada,73.125,73.096,73.038,72.96,72.867,72.768,72.669,72.579,72.503,72.445,72.408,72.388,72.384
Greenland,68.6665853658537,69.3726829268293,70.0151219512195,70.5319512195122,70.2919512195122,69.8541463414634,70.55,71.5734146341464,71.9856097560976,71.9773170731707,71.8251219512195,71.579756097561,71.8865853658537
Guatemala,70.082,70.409,70.75,71.108,71.481,71.861,72.236,72.596,72.935,73.25,73.541,73.81,74.063
Guam,76.966,77.227,77.474,77.71,77.941,78.173,78.408,78.649,78.895,79.144,79.391,79.631,79.859
Guyana,66.972,67.247,67.521,67.792,68.059,68.321,68.575,68.819,69.049,69.262,69.454,69.624,69.774
High income,78.9834114425711,79.2184861597019,79.3659789571431,79.6465899651554,79.8261873317409,80.0677089538602,80.1865975385275,80.3647735640197,80.623412616873,80.4985517702364,80.6439122591089,80.6844090278936,80.7839720977548
"Hong Kong SAR, China",82.3756097560976,82.3268292682927,82.3756097560976,82.7756097560976,82.9780487804878,83.4219512195122,83.4804878048781,83.8317073170732,83.9804878048781,84.2780487804878,84.2268292682927,84.6804878048781,84.9341463414634
Honduras,72.285,72.544,72.803,73.061,73.317,73.569,73.814,74.051,74.278,74.495,74.701,74.898,75.088
Heavily indebted poor countries (HIPC),55.9616169666265,56.6969641095472,57.4335686057442,58.1582238879808,58.858947453848,59.5288710181395,60.1665653506572,60.7703353293466,61.3343141341413,61.8529528922159,62.3232846447189,62.748671772017,63.1349911561301
Croatia,75.8368292682927,75.7056097560976,75.9121951219512,76.1682926829269,76.4756097560976,76.7756097560976,76.9243902439024,77.1268292682927,77.4780487804878,77.2756097560976,78.0219512195122,77.8268292682927,78.0707317073171
Haiti,59.028,59.408,59.782,60.148,60.511,60.879,61.26,61.658,62.069,62.485,62.896,63.29,63.66
Hungary,73.0975609756098,73.1512195121951,73.7024390243903,73.9048780487805,74.2073170731707,74.8585365853659,75.0634146341463,75.5658536585366,75.7634146341463,75.5682926829269,76.0634146341464,75.8170731707317,76.0658536585366
IBRD only,69.8329188550742,70.1634297353982,70.4834996290695,70.8325402242922,71.1618025560562,71.5102462172669,71.829716524088,72.1464309845474,72.43263707983,72.7021778884802,72.9613417942562,73.2075493810107,73.4123304298144
IDA & IBRD total,67.3429656622654,67.7000276262505,68.0495169371736,68.4189904037651,68.7682560115178,69.1277248475576,69.461147399827,69.7877604311951,70.0855560489328,70.3639289884542,70.6270953314995,70.8733264198726,71.0810991683187
IDA total,58.8272436142183,59.387469572742,59.945142575197,60.4878324462452,61.0067031011265,61.499732665685,61.9675746148283,62.4136716450887,62.8364792836085,63.2325063377198,63.5993011284627,63.9370980929765,64.2486761969651
IDA blend,57.2615636646031,57.7488148652209,58.2429038915377,58.7306472130902,59.2083537677462,59.6646216744738,60.093254219475,60.5041768554014,60.8936939555635,61.2562787071839,61.587965839819,61.8891292033632,62.1618673864433
Indonesia,67.717,68.105,68.485,68.853,69.205,69.542,69.866,70.179,70.481,70.768,71.035,71.282,71.509
IDA only,59.6088606767951,60.2058599235556,60.7960241817353,61.3672130961587,61.9085748483026,62.4220801379545,62.9111163186955,63.376470884927,63.8175371192159,64.2316667519791,64.6170734898039,64.9738962788673,65.3053098277412
Isle of Man,,,,,,,,,,,,,
India,64.918,65.35,65.794,66.244,66.693,67.13,67.545,67.931,68.286,68.607,68.897,69.165,69.416
Not classified,,,,,,,,,,,,,
Ireland,79.2414634146342,79.6414634146341,80.0951219512195,80.190243902439,80.7439024390244,80.7463414634146,80.8463414634146,80.9487804878049,81.3487804878049,81.4536585365854,81.6536585365854,82.1560975609756,82.2048780487805
"Iran, Islamic Rep.",72.257,72.626,73.027,73.457,73.905,74.352,74.776,75.162,75.502,75.796,76.047,76.271,76.479
Iraq,68.157,68.13,68.19,68.34,68.567,68.848,69.148,69.437,69.7,69.929,70.122,70.294,70.454
Iceland,81.1585365853659,81.4536585365854,81.609756097561,81.7512195121951,81.8975609756098,82.3585365853659,82.9170731707317,82.0609756097561,82.8609756097561,82.4682926829268,82.2048780487805,82.6609756097561,82.8609756097561
Israel,80.5536585365854,80.5048780487805,80.9512195121951,81.4048780487805,81.6024390243902,81.6560975609756,81.7048780487805,82.0560975609756,82.1536585365854,82.0512195121951,82.4073170731707,82.5512195121951,82.8024390243903
Italy,81.2829268292683,81.4341463414634,81.4853658536586,81.6365853658537,82.0365853658537,82.1878048780488,82.2390243902439,82.690243902439,83.090243902439,82.5439024390244,83.2439024390244,82.9463414634147,83.3463414634146
Jamaica,74.143,74.129,74.103,74.071,74.038,74.012,74.001,74.01,74.042,74.098,74.175,74.267,74.368
Jordan,72.763,72.931,73.099,73.266,73.428,73.581,73.722,73.851,73.969,74.078,74.184,74.292,74.405
Japan,82.3219512195122,82.5070731707317,82.5875609756098,82.9314634146342,82.8426829268293,82.5912195121951,83.0960975609756,83.3319512195122,83.5878048780488,83.7939024390244,83.9848780487805,84.099756097561,84.2109756097561
Kazakhstan,66.15,66.34,67.11,68.39,68.45,68.69,69.52,70.62,71.44,71.97,72.41,72.95,73.15
Kenya,56.093,57.463,58.76,59.932,60.959,61.851,62.659,63.419,64.135,64.798,65.393,65.909,66.342
Kyrgyz Republic,67.6951219512195,67.8951219512195,68.4512195121951,69.1024390243903,69.3,69.6024390243903,70.0024390243902,70.2024390243902,70.4024390243903,70.6512195121951,70.9512195121951,71.2,71.4
Cambodia,63.927,64.697,65.394,66.014,66.56,67.043,67.48,67.888,68.273,68.637,68.977,69.289,69.57
Kiribati,64.712,64.953,65.208,65.48,65.769,66.072,66.381,66.69,66.995,67.291,67.577,67.851,68.116
St. Kitts and Nevis,,,,,,,,,,,,,
"Korea, Rep.",78.6682926829269,79.119512195122,79.5170731707317,79.9682926829268,80.1170731707317,80.5682926829268,80.819512195122,81.2707317073171,81.7219512195122,82.0243902439024,82.2756097560976,82.6268292682927,82.6268292682927
Kuwait,73.66,73.807,73.976,74.162,74.358,74.55,74.728,74.885,75.019,75.13,75.224,75.311,75.398
Latin America & Caribbean (excluding high income),73.1048646404732,73.3289969082464,73.5439520413104,73.752022513532,73.9542862927896,74.1519774706757,74.3450575322298,74.5332393242925,74.7179968265961,74.8994492588951,75.0770074666891,75.2516345319507,75.4225013698512
Lao PDR,62.182,62.731,63.271,63.797,64.306,64.797,65.267,65.717,66.144,66.546,66.924,67.277,67.61
Lebanon,77.26,77.609,77.911,78.161,78.36,78.507,78.611,78.683,78.732,78.768,78.8,78.833,78.875
Liberia,56.4,57.365,58.229,58.971,59.6,60.146,60.663,61.186,61.723,62.269,62.802,63.295,63.73
Libya,72.063,72.155,72.174,72.129,72.044,71.956,71.901,71.907,71.981,72.121,72.311,72.52,72.724
St. Lucia,74.276,74.426,74.571,74.712,74.852,74.993,75.138,75.286,75.44,75.596,75.752,75.907,76.057
Latin America & Caribbean,73.2874586622882,73.5017852386201,73.7041565686137,73.9041864986615,74.0972202511906,74.2831175178127,74.4614544439902,74.632797924154,74.7990465003133,74.9616876443859,75.1220231779781,75.2820866077559,75.4408494044772
Least developed countries: UN classification,58.8803948718696,59.5177030653346,60.154205709386,60.7807065849066,61.386749569057,61.9653470736318,62.5133563629601,63.0285904349676,63.5072486323836,63.9460709925393,64.3441897928912,64.7062796007218,65.038269357477
Low income,57.1322981712624,57.8218057221748,58.4954194607027,59.1378320698608,59.7397397114906,60.3002394036695,60.8265642978128,61.3246035798279,61.7945941642484,62.2353988306971,62.6458718838357,63.0281199479664,63.3874993839884
Liechtenstein,80.9487804878049,81.2951219512195,82.6829268292683,81.5,81.8414634146342,81.7926829268293,82.3829268292683,82.2609756097561,82.0731707317073,82.6560975609756,82.2585365853659,83.7463414634147,83.0414634146342
Sri Lanka,74.904,75.037,75.157,75.286,75.439,75.614,75.796,75.974,76.147,76.316,76.482,76.648,76.812
Lower middle income,64.731971025179,65.1322596805634,65.5370631776845,65.9570768220859,66.3721585239513,66.7663050341972,67.1362053518181,67.4867179415325,67.8115066145115,68.1100477337652,68.3865324929242,68.6411330020556,68.8696371531745
Low & middle income,67.2461315296107,67.606359058701,67.9575991630627,68.3303986569813,68.6807391440333,69.0424099287016,69.3807833946886,69.7110917499906,70.0100479334916,70.2944163692195,70.5591461407547,70.8101779062751,71.0220727640828
Lesotho,42.595,42.854,43.384,44.146,45.1,46.207,47.416,48.663,49.891,51.038,52.059,52.947,53.705
Late-demographic dividend,72.7562870653992,73.0814663510818,73.3778290311873,73.7031370579174,73.9839626634512,74.3178563455763,74.6098162601229,74.9194698120527,75.1997193782948,75.4727195405028,75.7481747587566,76.0176787424202,76.2276557948749
Lithuania,71.0560975609756,70.9,71.8121951219512,72.9146341463415,73.2682926829268,73.5634146341464,73.8634146341464,73.9146341463415,74.5170731707317,74.3219512195122,74.6707317073171,75.4804878048781,75.6804878048781
Luxembourg,79.2878048780488,79.3829268292683,80.5390243902439,80.6365853658537,80.6317073170732,80.9878048780488,81.3926829268293,81.8,82.2292682926829,82.2926829268293,82.6853658536585,82.0951219512195,82.2951219512195
Latvia,70.8658536585366,71.019512195122,72.419512195122,73.0804878048781,73.4829268292683,73.5756097560976,73.7780487804878,73.9829268292683,74.1243902439024,74.4804878048781,74.5804878048781,74.6292682926829,74.7829268292683
"Macao SAR, China",81.748,81.981,82.22,82.462,82.704,82.938,83.158,83.361,83.543,83.707,83.854,83.989,84.118
St. Martin (French part),77.8731707317073,78.0219512195122,78.2219512195122,78.3731707317073,78.5219512195122,78.7219512195122,78.8731707317073,79.0219512195122,79.1731707317073,79.3219512195122,79.5219512195122,79.6219512195122,79.8219512195122
Morocco,72.403,73.009,73.546,74.003,74.382,74.696,74.97,75.227,75.477,75.726,75.974,76.218,76.453
Monaco,,,,,,,,,,,,,
Moldova,68.022,68.302,68.671,69.119,69.616,70.119,70.581,70.968,71.267,71.478,71.617,71.717,71.808
Madagascar,61.65,62.079,62.509,62.944,63.388,63.836,64.28,64.713,65.133,65.539,65.931,66.311,66.681
Maldives,74.138,74.621,75.073,75.499,75.905,76.293,76.664,77.018,77.36,77.691,78.013,78.325,78.627
Middle East & North Africa,71.584939952882,71.8413034065734,72.0913337214815,72.325994038037,72.5391836226179,72.7374924061445,72.931661173815,73.1323973194867,73.3264377801142,73.5148446917033,73.7107710168387,73.8998180588421,74.0888330897789
Mexico,75.296,75.255,75.194,75.128,75.065,75.011,74.966,74.93,74.908,74.904,74.917,74.947,74.992
Marshall Islands,,,,,,,,,,,,,
Middle income,68.178495523081,68.5236050058418,68.8593562390523,69.2205425519974,69.5598822557954,69.9144945377189,70.2457998002413,70.5705032779529,70.8633437225098,71.143163438864,71.4044785011817,71.6535692808251,71.8620838617374
North Macedonia,73.8951219512195,73.8,74.4,74.4463414634146,74.9975609756098,75.1,74.9024390243903,75.4,75.4512195121951,75.4024390243903,75.4,75.9536585365854,76.6487804878049
Mali,52.839,53.553,54.193,54.756,55.251,55.701,56.135,56.578,57.036,57.509,57.987,58.452,58.893
Malta,79.4390243902439,79.7926829268293,79.6365853658537,80.2414634146342,81.3975609756098,80.7463414634146,80.7463414634146,81.7463414634146,82.0463414634146,81.8975609756098,82.4536585365854,82.3463414634147,82.4487804878049
Myanmar,61.938,62.294,62.678,63.089,63.525,63.983,64.453,64.921,65.378,65.81,66.205,66.558,66.867
Middle East & North Africa (excluding high income),71.0873069902218,71.347643906444,71.5886156679299,71.8098594580354,72.0147009928834,72.2108647960914,72.4050187044012,72.6023183586156,72.8011669298494,73.0002960434491,73.1981752842958,73.3942152265809,73.5873387037914
Montenegro,73.8390243902439,74.3390243902439,75.1365853658537,75.1439024390244,75.990243902439,75.9829268292683,76.2,76.490243902439,76.4414634146341,76.4487804878049,76.4414634146341,76.4853658536586,76.8414634146342
Mongolia,65.538,65.985,66.447,66.916,67.38,67.818,68.217,68.566,68.863,69.111,69.321,69.509,69.689
Northern Mariana Islands,,,,,,,,,,,,,
Mozambique,50.641,50.934,51.292,51.738,52.31,53.043,53.931,54.949,56.062,57.206,58.309,59.309,60.163
Mauritania,61.552,61.776,62.015,62.266,62.527,62.799,63.079,63.366,63.654,63.936,64.208,64.464,64.704
Mauritius,72.4321951219512,72.5707317073171,72.5707317073171,72.8824390243903,72.9673170731707,73.2668292682927,73.8634146341464,74.0170731707317,74.1943902439025,74.3531707317073,74.3948780487805,74.5146341463415,74.4163414634146
Malawi,49.118,50.595,52.206,53.888,55.564,57.161,58.629,59.931,61.042,61.953,62.681,63.279,63.798
Malaysia,73.744,73.931,74.118,74.305,74.493,74.683,74.877,75.072,75.268,75.461,75.649,75.828,75.997
North America,77.9493926735038,78.2395484709121,78.3009807985721,78.6477282693838,78.8094555298644,78.9205589068046,79.0314779893629,79.0422100128331,79.1380829122827,79.012114325868,78.877334902829,78.8790919678033,78.9867905163126
Namibia,51.609,52.593,53.817,55.207,56.665,58.085,59.387,60.513,61.425,62.119,62.625,63.021,63.373
New Caledonia,76.0756097560976,76.4780487804878,76.6804878048781,76.9804878048781,77.2804878048781,76.6317073170732,77.0780487804878,77.1780487804878,77.2365853658537,77.2804878048781,76.9317073170732,77.5390243902439,77.4341463414634
Niger,54.18,54.968,55.764,56.557,57.333,58.081,58.79,59.455,60.07,60.631,61.137,61.599,62.024
Nigeria,48.812,49.373,49.913,50.422,50.896,51.346,51.786,52.228,52.672,53.112,53.541,53.95,54.332
Nicaragua,71.436,71.673,71.915,72.167,72.428,72.692,72.951,73.197,73.429,73.649,73.86,74.068,74.275
Netherlands,79.6975609756098,80.0975609756098,80.2512195121951,80.5487804878049,80.7024390243902,81.2048780487805,81.1048780487805,81.3048780487805,81.7073170731707,81.509756097561,81.5609756097561,81.7609756097561,81.8121951219512
Norway,80.3439024390244,80.3951219512195,80.5926829268293,80.7951219512195,80.9975609756098,81.2951219512195,81.4512195121951,81.7512195121951,82.1,82.3048780487805,82.4073170731707,82.609756097561,82.7585365853659
Nepal,65.773,66.26,66.727,67.178,67.611,68.028,68.426,68.806,69.168,69.515,69.848,70.169,70.478
Nauru,,,,,,,,,,,,,
New Zealand,80.0487804878049,80.1512195121951,80.3512195121951,80.7024390243902,80.7024390243902,80.9048780487805,81.1560975609756,81.4073170731707,81.4048780487805,81.4568292682927,81.6124390243903,81.6585365853659,81.8585365853659
