Country Name,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Denmark,0.53266787809,0.71299031796,0.98222339361,0.85046492384,0.75609616031,0.82393273843,0.83765393451,0.8513427804,1.306451274,1.0898808954,0.9805044205,1.2386002979,1.0083219593
Dominican Republic,23.257123226,22.604481748,25.311693844,24.799681228,25.518000453,25.608314662,22.837772467,19.685066797,17.805878931,,15.541841889,11.566509666,10.04973395
Algeria,0.9274395383,0.79316355068,0.94441202347,0.78395009074,0.7059977651,0.76374527371,1.3989980018,1.2585167829,1.4823877943,1.3642763974,,,
East Asia & Pacific (excluding high income),,,,,,,2.1,,1.6,1.5,,,
Early-demographic dividend,,,,,,,6.8,,6.3,6,,,
East Asia & Pacific,,,,,,,2,,1.5,1.4,,,
Europe & Central Asia (excluding high income),,,,,,,5.6,,5.5,6.2,,,
Europe & Central Asia,,,,,,,3.1,,3,3.3,,,
Ecuador,16.9637649,15.898936205,17.935103407,17.767204543,17.473719805,15.376657591,12.427217895,10.982033838,8.2184917695,6.4890116729,5.8395077689,5.7907618998,5.8006273457
"Egypt, Arab Rep.",0.71415869699,0.86920815291,1.214273716,1.1240554283,2.2220545646,3.1977096307,2.5537407964,,,,,,
Euro area,,,,,,,1.1,,1,1,,,
Eritrea,,,,,,,,,,,,,
Spain,1.0641969904,1.0609946217,0.883461047,0.88443207632,0.85444568837,0.81768333448,0.77343038836,0.64350401659,0.69049660965,0.64707002941,0.63043953794,0.65812850334,0.62107992821
Estonia,6.743872895,7.1412896723,6.4175895683,5.238971964,5.2548489118,4.8956805787,4.7613181445,3.9421773555,3.114855353,3.4211946812,2.5066330828,2.1979870986,2.1165412994
Ethiopia,,,,,,,8.7924785474,,,,,,
European Union,,,,,,,1.1,,1,1,,,
Fragile and conflict affected situations,,,,,,,15.3,,10.5,9.5,,,
Finland,2.2548597913,2.4350001255,2.5002575453,2.2462378324,2.2177560632,2.0408026959,1.6251847493,1.6363350214,1.6113055054,1.4960424205,1.3460139978,1.251956863,1.6296716121
Fiji,2.657425269,2.5114059688,2.0109870871,3.3972325441,2.3260790681,2.3162866219,2.3119649968,2.1950041705,2.3082773672,,,,
France,1.4290609278,1.6049981809,1.6412361598,1.3095015143,1.2659126694,1.3539541606,1.2333982084,1.2160857437,1.2337688132,1.5701316524,1.3515270942,1.27077123,1.1986365025
Faroe Islands,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",,,,,,,,,,,,,
Gabon,,,,,,,,,,,,,
United Kingdom,1.4139771875,1.4205480634,1.2261626814,1.1236917188,1.191305343,1.001219551,0.97171187116,0.92792050476,0.90029434275,0.98997650309,1.1930988388,1.203402563,1.2049147774
Georgia,7.7093420518,7.9196325291,6.3485963567,5.0977184069,4.561981471,,,,2.6763743058,,0.97124685932,,2.2233624935
Ghana,1.8410069736,1.7375062631,1.8248305284,1.7665839516,1.7030128072,1.6661603194,2.1541399454,2.0708337128,1.9945284538,1.8851526918,1.9275367657,2.0912410173,
Gibraltar,,,,0,2.9775197261,,,,,,,,
Guinea,,,,,,,,,,,,,
"Gambia, The",,,,,,,,,,,,,
Guinea-Bissau,,,,,,,,4.9142762151,3.8406247101,2.7630558707,3.5905957808,1.1487047533,
Equatorial Guinea,,,,,,,,,,,,,
Greece,0.98343968041,1.1690257456,1.3043109651,1.3869539462,1.6165119346,1.6991295839,1.5397288537,1.4245145548,0.99986357002,0.87244178726,0.79131937716,0.81366587795,0.94086394499
Grenada,11.435323715,10.457963739,15.17206065,6.6170701504,9.4138025173,3.7458093758,13.029073447,5.5467218874,7.3461891644,5.4743027107,9.9761479372,10.823096488,
Greenland,14.042971493,14.052838673,14.075585896,17.627668388,19.421589745,1.7681902573,14.165058342,12.408707367,7.0943369455,7.0949661215,5.318394554,,
Guatemala,43.927672881,42.19607621,44.922257079,45.388977883,40.737039675,38.00307075,33.757293507,33.682099839,31.388088277,29.398689734,27.256699434,26.071566509,22.501348718
Guam,6.9335451216,0.62953263497,0.62878449669,3.1400723473,1.8815973507,2.504853153,,,,,,,
Guyana,20.500177534,15.405699037,21.156511318,15.647610463,18.680864123,17.286567406,18.401139547,20.414049607,19.518687506,19.415375674,18.40897217,14.834536866,14.248909188
High income,,,,,,,2.2,,2,2.2,,,
"Hong Kong SAR, China",0.51454826411,0.26315724069,0.52311431457,0.67873544943,0.50241705669,0.24262844821,0.38315008116,0.8746215851,0.37843386686,0.3061511897,0.38655127375,0.32848296303,0.65113634144
Honduras,40.842016191,45.949808671,55.82038741,64.779076358,74.974748923,83.766966525,83.002611365,73.091804944,65.780224819,56.491322634,55.550797483,40.979885918,38.925591104
Heavily indebted poor countries (HIPC),,,,,,,12.6,,8.3,8.1,,,
Croatia,1.6930608756,1.4212272205,1.6311943168,1.1287043096,1.4324783979,1.1360743484,1.1871870395,1.0756225809,0.84596046827,0.87411059247,1.0454755738,1.0997294426,0.57742179724
Haiti,,5.1183022907,5.1624567074,6.1032577312,6.8044864985,9.0492182426,10.077142329,9.9897391245,9.2899739284,10.013519654,9.4834158304,,6.67974266
Hungary,1.7303692837,1.5362886339,1.8114732712,1.3956609403,1.3900948689,1.4652845295,1.2570502525,1.5660077875,1.4890375728,2.2601932414,2.0711639634,2.4871986353,
IBRD only,,,,,,,5.8,,5.6,5.6,,,
IDA & IBRD total,,,,,,,7,,5.9,5.9,,,
IDA total,,,,,,,10.9,,7.1,6.9,,,
IDA blend,,,,,,,11.9,,8,7.7,,,
Indonesia,,,0.58266506456,0.54940782679,0.43748977037,0.5984921718,0.58602936424,0.55042523844,0.50053291665,0.57704977378,0.49396614618,0.43453458884,
IDA only,,,,,,,10.4,,6.7,6.5,,,
Isle of Man,,,,,,1.1780089293,2.3659119408,2.381377627,3.5933307781,1.2014609765,0,,
India,3.8577030332,3.8338097447,3.8311117225,3.763079037,3.7641342502,3.8103222877,3.75088806,3.5818622233,3.6551383088,3.386857916,3.2221550908,3.124876793,3.0792324418
Not classified,,,,,,,,,,,,,
Ireland,1.4655065843,1.8036145824,1.154925042,1.1792001552,1.2076419583,0.91481045454,1.1284234904,1.1049900919,1.1238742886,0.66631989373,0.78793983547,0.86256209132,0.8716054599
"Iran, Islamic Rep.",,,,3.0373741137,,,,2.6633730622,2.4991683746,,,,
Iraq,,,16.191228983,8.8150559499,9.0478181729,8.5727383341,8.457193431,10.070253211,,,,,
Iceland,0,0.65534879301,0,0.3163986243,0.62433274438,0.92744017238,0.30708569533,0.30562907633,0.60865754492,0.90843848509,0.30101532469,0.89714260082,0.89096913683
Israel,2.2901993985,1.971623806,1.7091991377,2.0027713348,2.041803615,1.9633783196,1.6809048941,1.6419227614,1.375057676,1.3787059616,1.2825281194,1.492021506,
Italy,1.0675982911,1.0740816406,1.043750703,0.99821299571,0.89169478511,0.92634437826,0.88511138935,0.83434679322,0.78629858005,0.77420220897,0.65937977288,0.61146763208,0.5690506607
Jamaica,48.649186361,57.220699588,58.198283241,60.196599303,51.486160292,40.092967559,38.668209173,42.011956442,34.954856064,41.784502654,46.589375558,56.387733973,43.852281528
Jordan,1.6690180349,1.7904845339,1.8302523323,1.4797066931,1.5974570687,1.8400445369,1.9901203504,1.6903408291,1.9060813188,1.6295128739,1.3711123992,1.3591066275,
Japan,0.48200186353,0.44671329139,0.50879640523,0.39360524953,0.36174848493,0.34397163943,0.33405082623,0.28835470409,0.30818773673,0.2836266795,0.28333652426,0.23999486505,0.26257409562
Kazakhstan,,,11.39191556,11.039072144,8.534190879,8.6109302176,7.5575217847,6.5781289663,5.2246425816,4.8543109183,,5.06083427,
Kenya,2.9375517394,2.8462302447,3.0538311435,4.663560267,4.5823665396,5.2595900669,5.3536632418,5.382251216,4.9357535128,4.722386046,4.8173827643,4.9102822146,4.9287280243
Kyrgyz Republic,8.7034936331,8.0240969805,7.9353465263,7.8542255734,16.764109977,8.4633232734,6.7596618248,5.251851583,5.4752134521,5.1182002193,4.3955486756,4.1358851529,2.1890776131
Cambodia,2.967864336,2.8728168876,2.3984727563,2.3485829211,2.3127114236,1.8430110785,,,,,,,
Kiribati,,,7.0878898339,0.99080532657,3.8861362091,10.502697284,7.5216953901,,,,,,
St. Kitts and Nevis,35.915745886,33.494525738,47.739632197,55.556698698,42.847524025,68.767444683,36.085884405,,,,,,
"Korea, Rep.",0.850396174,0.87774082341,0.87353051056,1.0786456074,0.97815717893,0.80946202049,0.86894615948,0.69916568876,0.74494292433,0.73785364514,0.70807296941,0.58908250459,0.60384939332
Kuwait,1.8958056774,2.3562055666,1.4307175048,1.7369474602,2.005425344,1.8623419929,1.8215197327,,,,,,
Latin America & Caribbean (excluding high income),,,,,,,22.3,,20,21.1,,,
Lao PDR,,,,,,,,,,,,,
Lebanon,,,3.840709209,3.0126577334,3.2908922639,3.2295134469,3.5033100863,3.9911950179,3.8332253109,3.5360673512,3.5000024574,3.6073697685,2.4929265033
Liberia,,2.8885780137,4.9059512515,3.8624138915,3.315038944,4.0075211963,3.2642899734,,,,,,
Libya,,,,,,,,,,,,,
St. Lucia,26.001040042,17.298561237,22.939692138,22.645059022,25.273993061,26.205152161,22.077054581,18.591025605,19.068236244,15.63101864,16.664074477,29.289049764,21.441530595
Latin America & Caribbean,,,,,,,23.2,,22.5,22.3,,,
Least developed countries: UN classification,,,,,,,10,,6.3,6.2,,,
Low income,,,,,,,11.4,,7.3,7.3,,,
Liechtenstein,0,0,2.8193633877,0,2.7780864541,0,0,0,2.6867997528,0,0,2.6451527576,2.6372698982
Sri Lanka,10.377753792,,10.018022432,5.4612744458,3.7657184196,3.588499858,3.2923255356,2.9956851004,2.6601230526,2.3292492873,2.5212670061,2.3002620027,2.4212436336
Lower middle income,,,,,,,5.7,,4.5,4.5,,,
Low & middle income,,,,,,,6.8,,5.6,5.6,,,
Lesotho,,45.044455606,37.843523071,36.329193748,38.28470491,35.532612401,31.811603841,32.437314151,,43.56460456,,,
Late-demographic dividend,,,,,,,5,,4.6,4.8,,,
Lithuania,8.7184776327,8.4995814647,9.2752049805,7.9563788373,7.0106359991,6.8430908458,6.6326039767,6.5803948104,5.3508365141,5.8665589767,5.2949329568,4.5336029597,4.5693560421
Luxembourg,1.5034009076,1.4739417625,1.6481150714,1.006976332,1.9689302802,0.77024986906,0,0.18431345083,0.72135499322,0.88223721241,0.86316131104,0.33788692276,
Latvia,5.7526461049,4.2764419457,4.5595896922,5.0354721035,3.3036710865,3.2957490569,3.3832475116,2.4450475562,3.1664044488,3.3538989075,3.4949715464,4.151510663,4.3558049657
"Macao SAR, China",2.025094977,1.1892869036,0.77634929507,1.1398154639,0.37159871055,0.7261729054,0.70917333437,0.17319976168,0,0.16608729881,0.16317898777,0.32124488819,0.3166395676
St. Martin (French part),,,,,,21.361245361,5.4036528693,21.943057765,22.211116664,16.729401924,27.730789496,,
Morocco,1.6166369996,1.6589830402,1.3508025717,1.3529982865,1.3944119144,1.3452561874,1.1521604452,1.2724040621,1.0382436918,1.243378935,1.691041868,2.138766486,1.4155228849
Monaco,2.9249173711,0,0,0,0,0,0,0,,0,,,
Moldova,6.3189415821,5.2540731779,5.738063248,6.0036387908,6.4854175997,5.2951987501,5.6185233637,4.1476616637,4.2961579827,4.6429304015,4.9188234273,3.4731741634,4.0967929022
Madagascar,,,,,,,,,,,,,
Maldives,,0.89506283341,1.4558244625,1.6978361079,1.6405545074,0.78845077308,2.5174268876,0.72186182602,,,,,
Middle East & North Africa,,,,,,,3.8,,3.9,3.4,,,
Mexico,9.7173530477,8.1221573194,12.639052134,17.608319172,22.575450557,23.521232483,22.142133344,19.408862745,16.625796371,17.037828649,19.91269533,25.708997803,29.071061625
Marshall Islands,,,,,,,,,,,,,
Middle income,,,,,,,6.3,,5.4,5.5,,,
North Macedonia,2.2296198207,2.0334965295,1.6930221849,1.6916139447,2.076555352,1.4475383163,1.3980788468,1.0596970711,1.684490177,1.2023074685,0.91313403943,1.4889557905,1.2002168072
Mali,,,,,,,,,,,,,
Malta,0,0.98074310905,1.4652265118,0.97191411195,0.96558416635,0.71818442976,2.8448895116,1.6426372306,1.39473256,0.92259646323,1.1465286552,2.0550995011,1.5936073579
Myanmar,1.5760313741,1.5094269963,1.5842292641,1.7492409906,1.5829780806,2.0690083108,2.7930297104,2.3875432419,2.3526794226,2.1867581015,2.2584513256,,
Middle East & North Africa (excluding high income),,,,,,,4.2,,3.9,3.7,,,
Montenegro,4.0462044175,1.9368771729,3.8627935723,3.3711490642,2.4027718376,3.3585437354,2.7159543145,1.5965718409,3.191574244,2.7115097208,4.4637804075,2.3901982749,2.2299989009
Mongolia,13.13087812,11.373191422,8.0550203484,8.190608551,8.7870812993,9.6016506176,7.0450009169,7.1136515137,7.2446244376,7.1370612583,6.0202371581,6.1340078387,6.1825479289
Northern Mariana Islands,,,,,,,,,,,,,
Mozambique,4.2409649894,3.9172588195,4.4665711045,3.5947156021,3.718409403,3.5100775194,,,,,,,
Mauritania,,,,,,,,,,,,,
Mauritius,4.0713661632,3.6470025691,3.8732729641,3.0546722015,2.6443303554,2.5578023362,2.2337651148,2.7878272312,1.5111134441,1.6673852303,1.6641967873,2.6097333564,2.9198600992
Malawi,6.3281904389,5.1717128593,5.6818599845,2.2649798512,3.5764373031,2.2924561884,1.8121578253,,,,,,
Malaysia,2.2441074433,2.4400862458,2.191951587,2.0227122097,1.9143486386,1.8498506263,2.0709924516,2.1276651339,,,,,
North America,,,,,,,4.4,,3.6,4.6,,,
Namibia,,,17.324220337,18.644532851,14.819170721,14.281090816,17.678333607,,,,,,
New Caledonia,3.3343892233,4.9315338714,4.4589292084,3.1989507442,,,,,,,,,
Niger,,,,,,4.8554552588,4.4281581632,,,,,,
Nigeria,,,,,,,,,,,34.524045903,,
Nicaragua,13.094519762,12.772657783,12.98647219,13.958658006,13.478574561,12.50204344,11.249421231,9.7979995586,8.5466829591,8.4200594096,7.1859479027,,
Netherlands,0.7785844981,0.86631740949,0.9053539919,0.92623896039,0.8631578859,0.85433366127,0.86351414525,0.74212551397,0.72813305442,0.61398618012,0.55355057053,0.77549697459,0.58618158968
Norway,0.70618657963,0.63567362228,0.71263676862,0.60080628203,0.59354736242,2.2431787662,0.53852272446,0.90560807645,0.56395338322,0.46155381708,0.5141926699,0.52866856333,0.46834371183
Nepal,2.3401516272,3.1877087409,3.3450107458,2.9981180672,3.0096389518,2.5109813832,2.3787327949,2.2513824547,2.0738882528,,2.2997839964,,
Nauru,,,,,,,,,,,,,
New Zealand,1.1706015602,1.1339352325,1.1921023918,1.5497284737,0.9839681835,0.88261772649,0.9175416508,1.0180326784,0.94142951036,1.0401932852,1.0731306333,0.74435950948,
OECD members,,,,,,,5,,4.2,4.5,,,
Oman,4.688554077,1.3924630866,1.7084969734,1.2864258431,1.5782023946,1.0457992398,1.1149129324,2.5764946657,0.2979697089,0.37494074179,0.40185594938,0.51436735173,0.26918034172
Other small states,,,,,,,11.4,,10,9.2,,,
Pakistan,6.1259841066,6.2905185283,7.0253838496,7.1163404588,7.3512755993,7.5597181737,7.3932030962,7.2869088035,6.7975726091,4.7566288595,4.1820671272,3.9609206478,3.8830827302
Panama,6.5159583486,8.0783606777,14.020801978,15.701767008,12.628026917,14.811900998,16.893706233,17.286120757,15.481975162,11.868494062,10.032020724,9.6669786723,9.3850224618
Peru,,,,,,5.5255011274,6.6696512904,6.7609355361,6.8992167993,7.3742878373,7.8736246702,7.9092238628,
Philippines,7.0543787354,6.6684948916,6.4025017192,9.8339907019,9.2000594593,8.8824899525,8.7272602485,9.2574651246,9.7061939277,9.4463785615,10.9768296,8.3918939553,6.4649881651
Palau,,,,,,,,,,16.98273422,0,0,11.166322372
Papua New Guinea,9.177222855,7.6375085683,8.6436742066,9.7553820457,9.7530788541,,,,,,,,
Poland,1.2775572022,1.368850832,0.84991479735,1.0090758419,1.0018318914,1.1022068584,1.0699234754,0.79930723911,0.75345694315,0.78350792589,0.68440471715,0.75619494927,0.73045470014
Pre-demographic dividend,,,,,,,13.3,,8.2,8.1,,,
Puerto Rico,21.607254077,21.402848902,24.223745368,26.581162075,28.772219556,33.119261365,28.700124697,26.370879015,20.384130838,18.157557921,21.443011086,23.042814751,21.088314968
"Korea, Dem. People's Rep.",,,,,,,,,,,,,
Portugal,1.4701925108,1.7497150802,1.1703289153,1.2259448404,1.1702468513,1.0785865747,1.1590008577,1.3749609115,0.88306797781,0.9644739865,0.63919175171,0.7386868888,0.78976680624
Paraguay,12.548171789,13.053415644,13.697738114,13.319338024,11.859762866,10.372623473,10.106657157,9.2776447316,8.7582074101,9.2244495456,9.8703458516,7.8781917963,7.1448399951
West Bank and Gaza,,,1.2186609664,1.111761323,0.78902622329,0.57836147303,0.61298028184,0.55382216909,0.54192782696,1.1922740641,0.40986753944,0.71620668292,0.49352474965
Pacific island small states,,,,,,,4,,3.5,3.4,,,
Post-demographic dividend,,,,,,,2.2,,1.9,2.3,,,
French Polynesia,1.1493944607,2.6644640431,3.4082646631,0.37699429985,,,,,,,,,
Qatar,0.48890001408,0.73864881435,0.83526488338,0.48340004254,0.21547904493,0.19647697143,0.31875006261,0.38517850242,0.36597237641,,,,
Romania,1.6812411911,1.8018278426,1.4498653138,1.2501214386,1.2993445637,1.0080289258,1.0480798214,1.0828112163,1.6220860846,1.701364635,1.5457449581,1.297448057,1.2816496985
Russian Federation,20.11390843,17.713179215,12.69679367,12.320785217,11.632342185,11.255851973,11.283117795,11.108920383,11.416734255,11.481183037,10.919951237,9.1341934226,8.209475626
Rwanda,3.5274569954,2.8898745374,1.5118853084,,2.8985974972,,2.426616648,3.3205266448,3.8615511219,2.5771686082,,,
South Asia,,,,,,,3.9,,3.7,3.6,,,
Saudi Arabia,1.0408879991,1.0522307908,,,,,,,,1.4881292059,,1.2658157867,
Sudan,,4.6692555541,5.1480839388,,,,,,,,,,
Senegal,,,,,,,,,,0.26751815179,,,
Singapore,0.38615967384,0.39313078216,0.56534912402,0.40268883388,0.3702859192,0.30397215615,0.20486197052,0.31171315349,0.2533648664,0.25035125175,0.31837980057,0.1927105652,0.15631776484
Solomon Islands,4.7808499936,5.2831246838,3.7745894637,,,,,,,,,,
Sierra Leone,1.7326443928,2.237195852,2.99987006,2.5188374768,2.5406678309,2.8492033963,1.6834048756,,,1.7289678383,,,
El Salvador,64.595243441,57.273318364,51.844761877,71.163188462,64.47411551,70.380047426,41.584360946,40.104843925,62.286302859,105.23118846,83.00639209,61.708257385,52.018926167
San Marino,0,0,0,0,0,0,,,,,,,
Somalia,,,,,,,,,,,,,
Serbia,1.7056799031,1.8788753865,1.5452359548,1.7066824598,1.4458488456,1.5060642514,1.2415946281,1.5921260174,1.3485746241,1.1715964026,1.3892084257,1.0645981148,1.2268905787
Sub-Saharan Africa (excluding high income),,,,,,,14.4,,9.5,9.4,,,
South Sudan,,,,,,,13.9,,,,,,
Sub-Saharan Africa,,,,,,,14.4,,9.5,9.4,,,
Small states,,,,,,,14.4,,13,13,,,
Sao Tome and Principe,2.4740839704,2.4053350331,8.1812975538,2.8428958875,3.3264586521,3.2516624124,,,,,,,
Suriname,12.270132913,8.8031440918,8.3152524936,,,,,5.2987876739,5.7837109012,6.0808103932,7.2581401812,5.433820449,
Slovak Republic,1.5188914908,1.5188861452,1.5927807767,1.4441371641,1.5173122553,1.6269385527,1.163457678,1.3095472821,1.2709995841,0.80947616957,1.0474088483,1.4684549266,1.1369852689
Slovenia,0.59927278248,1.1927670605,0.49430340046,0.63919536121,0.73409365861,0.7800015405,0.68032962942,0.58164333631,0.77388599112,0.96562425919,0.4821124238,0.91504747411,0.48126993661
Sweden,1.0004210563,1.2114014485,0.88778860844,0.99859498759,0.96909987767,0.85563033812,0.71257784782,0.90455245656,0.89763485597,1.1469593953,1.0776735225,1.1408500544,1.0830726772
