"","year","country","life_expectancy","test_type","score"
"1","2018","Australia",81.0414634146342,"reading",503
"2","2018","Australia",81.0414634146342,"math",491
"3","2018","Australia",81.0414634146342,"science",503
"4","2018","Austria",79.8804878048781,"reading",484
"5","2018","Austria",79.8804878048781,"math",499
"6","2018","Austria",79.8804878048781,"science",490
"7","2018","Belgium",79.380487804878,"reading",493
"8","2018","Belgium",79.380487804878,"math",508
"9","2018","Belgium",79.380487804878,"science",499
"10","2018","Canada",80.3439024390244,"reading",520
"11","2018","Canada",80.3439024390244,"math",512
"12","2018","Canada",80.3439024390244,"science",518
"13","2018","Chile",77.865,"reading",452
"14","2018","Chile",77.865,"math",417
"15","2018","Chile",77.865,"science",444
"16","2018","Colombia",74.5,"reading",412
"17","2018","Colombia",74.5,"math",391
"18","2018","Colombia",74.5,"science",413
"19","2018","Czech Republic",76.5243902439025,"reading",490
"20","2018","Czech Republic",76.5243902439025,"math",499
"21","2018","Czech Republic",76.5243902439025,"science",497
"22","2018","Denmark",78.0951219512195,"reading",501
"23","2018","Denmark",78.0951219512195,"math",509
"24","2018","Denmark",78.0951219512195,"science",493
"25","2018","Estonia",72.6914634146341,"reading",523
"26","2018","Estonia",72.6914634146341,"math",523
"27","2018","Estonia",72.6914634146341,"science",530
"28","2018","Finland",79.2146341463415,"reading",520
"29","2018","Finland",79.2146341463415,"math",507
"30","2018","Finland",79.2146341463415,"science",522
"31","2018","France",80.8121951219512,"reading",493
"32","2018","France",80.8121951219512,"math",495
"33","2018","France",80.8121951219512,"science",493
"34","2018","Germany",79.1317073170732,"reading",498
"35","2018","Germany",79.1317073170732,"math",500
"36","2018","Germany",79.1317073170732,"science",503
"37","2018","Greece",79.4390243902439,"reading",457
"38","2018","Greece",79.4390243902439,"math",451
"39","2018","Greece",79.4390243902439,"science",452
"40","2018","Hungary",73.0975609756098,"reading",476
"41","2018","Hungary",73.0975609756098,"math",481
"42","2018","Hungary",73.0975609756098,"science",481
"43","2018","Iceland",81.1585365853659,"reading",474
"44","2018","Iceland",81.1585365853659,"math",495
"45","2018","Iceland",81.1585365853659,"science",475
"46","2018","Ireland",79.2414634146342,"reading",518
"47","2018","Ireland",79.2414634146342,"math",500
"48","2018","Ireland",79.2414634146342,"science",496
"49","2018","Israel",80.5536585365854,"reading",470
"50","2018","Israel",80.5536585365854,"math",463
"51","2018","Israel",80.5536585365854,"science",462
"52","2018","Italy",81.2829268292683,"reading",476
"53","2018","Italy",81.2829268292683,"math",487
"54","2018","Italy",81.2829268292683,"science",468
"55","2018","Japan",82.3219512195122,"reading",504
"56","2018","Japan",82.3219512195122,"math",527
"57","2018","Japan",82.3219512195122,"science",529
"58","2018","Latvia",70.8658536585366,"reading",479
"59","2018","Latvia",70.8658536585366,"math",496
"60","2018","Latvia",70.8658536585366,"science",487
"61","2018","Lithuania",71.0560975609756,"reading",476
"62","2018","Lithuania",71.0560975609756,"math",481
"63","2018","Lithuania",71.0560975609756,"science",482
"64","2018","Luxembourg",79.2878048780488,"reading",470
"65","2018","Luxembourg",79.2878048780488,"math",483
"66","2018","Luxembourg",79.2878048780488,"science",477
"67","2018","Mexico",75.296,"reading",420
"68","2018","Mexico",75.296,"math",409
"69","2018","Mexico",75.296,"science",419
"70","2018","Netherlands",79.6975609756098,"reading",485
"71","2018","Netherlands",79.6975609756098,"math",519
"72","2018","Netherlands",79.6975609756098,"science",503
"73","2018","New Zealand",80.0487804878049,"reading",506
"74","2018","New Zealand",80.0487804878049,"math",494
"75","2018","New Zealand",80.0487804878049,"science",508
"76","2018","Norway",80.3439024390244,"reading",499
"77","2018","Norway",80.3439024390244,"math",501
"78","2018","Norway",80.3439024390244,"science",490
